,keyword,Score,POS,query,time
580,wells fargo,0.128,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
581,trading,0.128,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
582,fargo,0.128,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
583,knowledge understanding,0.121,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
584,low latency,0.091,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
585,low,0.091,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
586,latency,0.091,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
587,electronic,0.091,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
588,equity,0.089,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
589,intellishift,0.207,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
590,vts,0.189,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
591,fleet,0.166,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
592,intellishift division,0.134,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
593,fleet management,0.134,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
594,division vts,0.134,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
595,connected,0.134,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
596,organizations,0.115,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
597,intelligence,0.109,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
598,division,0.109,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
599,facility,0.101,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
600,sensitivity,0.089,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
601,pratt,0.089,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
602,accessibility,0.089,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
603,external,0.081,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
604,staff,0.076,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
605,organization,0.076,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
606,ux ui,0.072,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
607,ux,0.072,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
608,systems strong,0.072,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
609,msc,0.137,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
610,productivity,0.113,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
611,performs,0.091,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
612,performance security,0.091,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
613,assignments,0.091,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
614,works,0.083,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
615,receive,0.083,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
616,supply,0.078,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
617,help,0.073,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
618,organizational,0.067,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
619,content,0.199,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
620,linkwell,0.149,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
621,drupal,0.149,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
622,content technology,0.149,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
623,content marketing,0.149,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
624,consumers,0.149,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
625,marketing,0.137,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
626,digital,0.137,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
627,expertise,0.103,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
628,wellness content,0.088,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
629,york,0.265,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
630,new york,0.265,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
631,york nyc,0.22,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
632,york new,0.22,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
633,states new,0.22,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
634,nyc ny,0.22,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
635,ny discovery,0.22,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
636,legal united,0.22,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
637,learned legal,0.22,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
638,learned,0.22,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
639,understanding development,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
640,supervision programming,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
641,suffern office,0.131,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
642,suffern,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
643,science remote,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
644,requirements visual,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
645,requirements requirements,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
646,remote able,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
647,reactjs depth,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
648,reactjs,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
649,rockstar,0.189,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
650,games,0.189,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
651,prior,0.13,Adverb,Mobile Application Developer,2020-02-09 18:06:49.208972
652,xbox live,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
653,xbox,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
654,titles desired,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
655,titles,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
656,teams rockstar,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
657,tamper drm,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
658,tamper,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
659,facebook,0.133,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
660,fb,0.094,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
661,closer,0.094,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
662,build community,0.094,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
663,accommodations,0.094,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
664,partners,0.092,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
665,world,0.087,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
666,community,0.087,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
667,clear,0.086,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
668,build,0.084,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
669,proficiency,0.174,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
670,familiarity,0.126,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
671,writing maintaining,0.112,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
672,understanding web,0.112,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
673,tests passion,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
674,technologies apis,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
675,sql familiarity,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
676,solving strong,0.112,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
677,science equivalent,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
678,scale products,0.112,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
679,user experience,0.118,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
680,requirements user,0.101,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
681,application development,0.09,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
682,user,0.09,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
683,problem solving,0.082,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
684,solving,0.076,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
685,windows,0.074,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
686,mobile,0.069,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
687,understanding,0.068,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
688,performance,0.068,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
689,witbe,0.227,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
690,scenarios,0.161,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
691,python,0.111,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
692,linux,0.108,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
693,witbes products,0.095,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
694,witbes,0.095,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
695,witbe products,0.095,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
696,witbe net,0.095,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
697,witbe measures,0.095,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
698,witbe ago,0.095,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
699,security,0.141,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
700,certification,0.137,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
701,standards,0.121,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
702,monitoring,0.111,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
703,self,0.101,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
704,management,0.088,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
705,weekends needed,0.081,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
706,weekends,0.081,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
707,troubleshooting analytical,0.081,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
708,thinking superb,0.081,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
709,liu,0.183,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
710,written interpersonal,0.087,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
711,website liu,0.087,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
712,url professional,0.087,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
713,url,0.087,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
714,tools order,0.087,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
715,submit following,0.087,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
716,students faculty,0.087,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
717,students,0.087,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
718,states long,0.087,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
719,asite,0.172,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
720,adoddle,0.134,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
721,customers,0.108,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
722,office team,0.095,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
723,india,0.095,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
724,consulting,0.095,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
725,customer,0.079,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
726,help,0.076,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
727,world,0.07,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
728,global,0.068,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
729,hybrid,0.15,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
730,web mobile,0.122,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
731,mobile hybrid,0.107,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
732,ionic,0.107,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
733,hybrid mobile,0.107,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
734,cordova,0.107,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
735,net,0.091,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
736,mobile,0.081,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
737,rochester,0.079,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
738,front,0.075,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
739,week long,0.291,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
740,temps ago,0.291,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
741,temps,0.291,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
742,island temps,0.291,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
743,schedule hours,0.279,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
744,long island,0.269,Adverb,Mobile Application Developer,2020-02-09 18:06:49.208972
745,island,0.269,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
746,hours week,0.269,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
747,flexible schedule,0.269,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
748,week,0.26,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
749,software,0.109,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
750,engineering,0.092,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
751,software engineering,0.088,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
752,requirements experience,0.088,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
753,requirement analysis,0.088,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
754,requirement,0.088,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
755,experience competency,0.088,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
756,developing software,0.088,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
757,relevant,0.084,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
758,robust,0.084,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
759,understanding development,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
760,supervision programming,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
761,suffern office,0.131,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
762,suffern,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
763,science remote,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
764,requirements visual,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
765,requirements requirements,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
766,remote able,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
767,reactjs depth,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
768,reactjs,0.131,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
769,starry,0.159,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
770,united states,0.12,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
771,united,0.12,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
772,states,0.12,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
773,qualified,0.12,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
774,military,0.115,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
775,employer,0.108,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
776,weeks paid,0.094,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
777,weeks,0.094,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
778,weekly basis,0.094,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
779,app,0.126,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
780,mobile app,0.124,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
781,app development,0.119,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
782,native app,0.1,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
783,familiarity mobile,0.1,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
784,app design,0.1,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
785,rochester,0.096,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
786,mobile,0.091,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
787,financial,0.087,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
788,familiarity,0.086,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
789,updated profile,0.209,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
790,updated,0.209,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
791,requirements concept,0.209,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
792,reply updated,0.209,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
793,reply,0.209,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
794,profile details,0.209,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
795,interested reply,0.209,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
796,full ago,0.209,Adjective,Mobile Application Developer,2020-02-09 18:06:49.208972
797,document deploy,0.209,Noun,Mobile Application Developer,2020-02-09 18:06:49.208972
798,develop debug,0.209,Verb,Mobile Application Developer,2020-02-09 18:06:49.208972
0,requirements,0.13,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
1,visual design,0.129,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
2,supervision programming,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
3,suffern office,0.129,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
4,suffern,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
5,science remote,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
6,requirements visual,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
7,requirements requirements,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
8,remote able,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
9,reactjs depth,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
10,saturn,0.082,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
11,ios,0.082,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
12,share,0.079,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
13,direction,0.079,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
14,concepts,0.069,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
15,schedule,0.067,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
16,strong understanding,0.066,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
17,static,0.066,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
18,schools,0.066,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
19,love,0.065,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
20,mandarin,0.154,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
21,ui,0.115,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
22,assistance,0.104,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
23,knowledge,0.086,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
24,web,0.074,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
25,works knowledge,0.073,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
26,viacom engineers,0.073,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
27,viacom,0.073,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
28,ux ui,0.073,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
29,utilizing html5,0.073,Verb,Senior Web Developer,2020-02-09 18:07:33.427541
30,digital,0.115,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
31,projects,0.099,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
32,professional,0.099,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
33,yale columbia,0.088,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
34,yale,0.088,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
35,wish usa,0.088,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
36,wish,0.088,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
37,who interacting,0.088,,Senior Web Developer,2020-02-09 18:07:33.427541
38,websites apps,0.088,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
39,webby award,0.088,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
40,screen,0.125,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
41,person,0.125,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
42,emails,0.125,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
43,email,0.115,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
44,exercise,0.114,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
45,phone screen,0.101,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
46,html emails,0.101,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
47,localization,0.092,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
48,lead,0.092,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
49,creating,0.092,Verb,Senior Web Developer,2020-02-09 18:07:33.427541
50,bodhala,0.286,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
51,bodhala com,0.231,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
52,com,0.145,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
53,wellness benefits,0.136,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
54,thinking hard,0.136,Verb,Senior Web Developer,2020-02-09 18:07:33.427541
55,start environment,0.136,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
56,spending minutes,0.136,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
57,spending,0.136,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
58,software developer,0.136,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
59,sentences explaining,0.136,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
60,translate technical,0.128,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
61,salary equity,0.128,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
62,requirements translate,0.128,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
63,requirements knack,0.128,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
64,remote ago,0.128,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
65,options types,0.128,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
66,optimization familiarity,0.128,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
67,opportunity increase,0.128,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
68,ny important,0.128,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
69,milestones canidates,0.128,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
70,trends,0.106,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
71,concepts including,0.106,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
72,caching,0.106,Verb,Senior Web Developer,2020-02-09 18:07:33.427541
73,team members,0.097,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
74,management web,0.097,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
75,flexibility,0.097,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
76,web application,0.094,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
77,members,0.091,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
78,experience web,0.08,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
79,experience experience,0.078,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
80,shopbop,0.14,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
81,east dane,0.132,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
82,east,0.132,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
83,dane,0.132,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
84,shopbop east,0.128,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
85,fashion,0.105,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
86,customer,0.089,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
87,amazon,0.088,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
88,hand,0.084,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
89,destination,0.084,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
90,programs,0.134,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
91,software programs,0.095,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
92,programs applications,0.095,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
93,conduct research,0.095,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
94,conduct,0.095,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
95,software,0.092,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
96,software products,0.087,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
97,research,0.087,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
98,improvements,0.087,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
99,products,0.084,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
100,facing,0.113,Verb,Senior Web Developer,2020-02-09 18:07:33.427541
101,communications,0.113,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
102,client facing,0.113,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
103,php,0.103,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
104,knowledge experience,0.103,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
105,guidelines,0.103,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
106,user experience,0.096,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
107,strong knowledge,0.096,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
108,maintaining,0.096,Verb,Senior Web Developer,2020-02-09 18:07:33.427541
109,standards,0.083,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
110,experience plus,0.219,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
111,plus,0.148,,Senior Web Developer,2020-02-09 18:07:33.427541
112,education,0.132,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
113,write vanilla,0.129,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
114,web component,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
115,vanilla js,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
116,vanilla,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
117,target experience,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
118,target,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
119,systems engineering,0.129,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
120,saturn,0.082,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
121,ios,0.082,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
122,share,0.079,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
123,direction,0.079,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
124,concepts,0.069,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
125,schedule,0.067,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
126,strong understanding,0.066,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
127,static,0.066,Adjective,Senior Web Developer,2020-02-09 18:07:33.427541
128,schools,0.066,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
129,love,0.065,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
130,azure,0.157,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
131,web application,0.138,Noun,Senior Web Developer,2020-02-09 18:07:33.427541
